播客名称,简介,标签,评分,排名,剧集名,剧集介绍,audio链接
,,,,,Spotify and Misinformation: An Update!,Today on the show an update about our push to get Spotify to do more to stop misinformation spreading on the platform. Learn more about your ad choices. Visit podcastchoices.com/adchoices,https://www.listennotes.com/e/p/b2a2254081f6464c8d650ba9b7a3c8e2/
,,,,,The Abortion Underground,"REBROADCAST. The Supreme Court is set to rule on a major abortion case this year, and the court could decide to overturn Roe v. Wade. Already, places like Oklahoma, Texas and Idaho are rolling out major abortion restrictions. So today, we’re going back to the pre-Roe years, when one group of women got fed up and decided to take their health into their own hands. We talk to “self-helpers” Carol Downer and Francie Hornstein, who led a movement for safe abortions and education for women by women.Here’s the link to our transcript: https://bit.ly/3v5d23EThis episode was produced by Wendy Zukerman, with help from Meryl Horn, Rose Rimler and Michelle Dang. We’re edited by Blythe Terrell. Editing help from Caitlin Kenney, Kaitlyn Sawrey, Sruthi Pinnamaneni, Jorge Just, Lulu Miller and Chris Neary. Fact checking by Diane Kelly. Mix and sound design by Peter Leonard and Bumi Hidaka. Music by Bumi Hidaka, Peter Leonard, Emma Munger and Bobby Lord. Recording assistance from Anny Celsi. Protest tape courtesy of Pacifica Radio Archives. A huge thanks to all the scientists we got in touch with for this episode, including Dr. Sara Matthiesen, Professor Verta Taylor, Professor John DeLancey, Professor Carole Joffe, Professor Johanna Schoen, and Dr. Denise Copelton. And special thanks to Michele Welsing and the team at Southern California Library, Dr. Becky Chalker, Jonathon Roberts, Jim Aspholm, Odelia Rubin, Alice Kors, the Zukerman family and Joseph Lavelle Wilson. Learn more about your ad choices. Visit podcastchoices.com/adchoices",https://www.listennotes.com/e/p/edeb8e57399947d1985f86c21d9c6877/
,,,,,Ukrainian War: Fighting Russia's Propaganda Machine,"Russia attacked Ukraine more than a month ago — and the war has raged ever since. From the beginning, Russia has been pushing out propaganda and disinformation about what’s actually going on. So this week, we’re sharing parts of a podcast from independent journalists Pyotr Ruzavin and Natalka Gumenyuk, who have been covering what’s happening in Ukraine and what the people who live there are experiencing. Their show is called Fuck War. Find Fuck War here: https://zona.media/podcast/fuck-war Spotify link: https://open.spotify.com/show/2HitRAGEqtOHygJwpgvjqs English transcript of Episode 1, released March 15: https://bit.ly/FuckWarEp1English for Episode 2, released March 17: https://bit.ly/FuckWarEp2English for Episode 3, released March 21: https://bit.ly/FuckWarEp3Here’s a link to our episode transcript: https://bit.ly/3wRhdmi    Learn more about your ad choices. Visit podcastchoices.com/adchoices",https://www.listennotes.com/e/p/493e8bf2b9484ac6a8775a3821ad45cd/
,,,,,Ancient Aliens: Who Really Built the Pyramids?,"[REBROADCAST] Is it possible that the pyramids were built with a helping hand ... from aliens? If not, how did the ancient Egyptians build them without modern technology? To get to the bottom of this, we speak to author Erich von Däniken, paleoanthropologist Dr. Shelby Putt, Egyptologist Dr. Mark Lehner, and archaeologist Prof. David S. Anderson.Check out the transcript here: https://bit.ly/3LbPnoJThis episode was produced by Rose Rimler with help from Wendy Zukerman, along with Meryl Horn, Kaitlyn Sawrey, Michelle Dang and Odelia Rubin. We’re edited by Blythe Terrell. Fact checking by Michelle Harris and Erica Akiko Howard. Mix and sound design by Emma Munger. Music by Emma Munger and Bobby Lord. A huge thanks to the team at the Museum of Fine Arts in Boston, as well as Professor Pierre Tallet, Professor Roland Enmarch, Jens Notroff, Professor Erin L. Thompson and everyone else who spoke to us for this episode … thanks for your help. A special thanks to Sarah Hendricks, Jake Finnicum, Frank Lopez, Joseph Lavelle Wilson and the Zukerman Family.  Learn more about your ad choices. Visit podcastchoices.com/adchoices",https://www.listennotes.com/e/p/1f57f54b5cff4af4bef5eba93f8dd4a4/
,,,,,Trans Kids: The Misinformation Battle,"U.S. politicians are trying to keep trans kids from getting the medical care they need to transition — and states are banning them from playing on the sports teams that match their gender. So we’re looking at the science here, and asking: are the medical treatments for trans kids dangerous? And do trans folks have an advantage when it comes to sports? We talk to Florence Ashley, Dr. Jack Turban, and Joanna Harper to find out.Note: in this episode we discuss suicide and self-harm. Please take care when listening to the show, and here are some resources: Trans Lifeline: A Trans peer support hotline: 1-877-565-8860 Trevor Project: crisis support services to LGBTQ young people: Call 1-866-488-7386 or Text ‘START’ to 678-678 US National Suicide Prevention Lifeline: 1-800-273-TALK (8255), or text the Crisis Text Line (text HELLO to 741741).  International suicide hotlines: https://www.opencounseling.com/suicide-hotlines  Find our transcript here: https://bit.ly/3tmtFsh This episode was produced by Meryl Horn, Rasha Aridi, Ekedi Fausther-Keeys, and Wendy Zukerman with help from Michelle Dang, Rose Rimler, and Courtney Gilbert. We’re edited by Blythe Terrell. Fact checking by Nick DelRose. Consulting by Rebecca Kling. Music written by Mr Mu Menage, Leon Trapedera, Robby Bold, and Lucas Ambarga. Thanks to the experts we got in touch with for this episode, including Dr. Arjee Javellana Restar, Dr. Jody Herman, and Dr. Toni D’Orsay. Very special thanks to all the trans kids and their parents we heard from, Crispin Torres, Alex Blumberg, Jack Weinstein, the Zukerman family and Joseph Lavelle Wilson. Learn more about your ad choices. Visit podcastchoices.com/adchoices",https://www.listennotes.com/e/p/78a469f6bbef4302a6f4fcf967909d2b/
,,,,,Here’s What’s Coming Up!,"There’s tons of misinformation, fads and strong opinions floating around out there — but then there’s SCIENCE. Find it here! Learn more about your ad choices. Visit podcastchoices.com/adchoices",https://www.listennotes.com/e/p/4853cee3dc054cd89e0f05e551c5b0b2/
,,,,,Misinformation: What Should Our Tech Overlords Do?,"After Joe Rogan was accused of spreading Covid-19 vaccine misinformation on his podcast, Spotify landed in the hot seat. People (including us!) wanted to know what the platform was doing to stop it. In this episode, we look into how tech platforms are fighting misinformation — and find out what actually works. To find out we speak to Professor David Rand, Professor Hany Farid, Laura Edelson and evelyn duoek. Find our transcript here: https://bit.ly/3BOEsOo This episode was produced by Michelle Dang, Rose Rimler, and Wendy Zukerman with help from Meryl Horn, Ekedi Fausther-Keeys, and Rasha Aridi. We’re edited by Blythe Terrell, with help from Caitlin Kenney. Fact checking by Nick DelRose. Thanks to the researchers we got in touch with for this episode, including Dr David Broniatowski, Dr. Alice Marwick, Dr. Anna Zaitsev, Dr. Homa Hosseinmardi, Dr. Kevin Munger, Manoel Ribeiro, Dr. Rachel Kuo, Jessica Ann Mitchell Aiwuyor, and Nick Nguyen. Very special thanks to Max Green, Casey Newton, Courtney Gilbert, Dr Karl, the Zukerman family and Joseph Lavelle Wilson. Learn more about your ad choices. Visit podcastchoices.com/adchoices",https://www.listennotes.com/e/p/7579180d8b1b47658a6d9fc70e3aca37/
,,,,,Joe Rogan: The Malone Interview,"Recently, Joe Rogan aired an interview that scientists are up in arms about — with Dr. Robert Malone. Malone talked smack about the Covid-19 vaccines, talking about scary side effects and implying that the vaccines are a risk to our fertility. Enter Science Vs. We fact check the bejesus out of it and zoom out to talk about the bigger picture: what to watch for if you’re worried about getting sucked in by misinformation online.Find our transcript here: https://bit.ly/3rqgRjy Learn more about your ad choices. Visit podcastchoices.com/adchoices",https://www.listennotes.com/e/p/63a8e03e911c4bbaa955231fcd3fe201/
,,,,,The Moon: Why Are We Really Going Back?,"The moon race is back! Countries — and billionaires — are lining up to take a crack at returning to the moon. But why are we really going? Some say this is a lunar gold rush, that countries want to mine the moon for resources. Others are saying the real reason to go to the moon today is that it’ll help us get to Mars. To find out, we talk to engineer Dr. Angel Abbud-Madrid, physicist Prof. Nicolle Zellner, and astronomer Prof. Gregg Hallinan. Check out our transcript here: https://bit.ly/3oC5kMx This episode was produced by Meryl Horn and Ekedi Fausther-Keeys, with help from Wendy Zukerman, Rose Rimler, and Michelle Dang. We’re edited by Blythe Terrell. Fact checking by Diane Kelly. Mix and sound design by Bumi Hidaka. Music written by Bumi Hidaka, Peter Leonard, Emma Munger and Bobby Lord. Thanks to the researchers we got in touch with for this episode, including Dr. Tom Simko, Professor Jack Burns, Dr. Paul Byrne, Dr. Martin Elvis, Dr. John Mather, Dr. Jennifer Whitten, Dr. Ian Crawford, Dr. Simon J Lock, and Dr. Greg De Temmerman. Special thanks to Chris Suter, Jack Weinstein, the Zukerman family, the Fausther-Keeys family, and Joseph Lavelle Wilson. Learn more about your ad choices. Visit podcastchoices.com/adchoices",https://www.listennotes.com/e/p/4522339541944b0eb7702202d72b85b6/
,,,,,Fauci on How This Ends,"Dr. Anthony Fauci sits down with us to talk about omicron, how this pandemic actually ends — and how he’s fighting back against the haters. Find our transcript here: https://bit.ly/3Djq9jXScience Vs is produced by Wendy Zukerman, Rose Rimler, Meryl Horn, Michelle Dang, and Ekedi Fausther-Keeys. We’re edited by Blythe Terrell. Mix and sound design by Daniel Ramirez. Learn more about your ad choices. Visit podcastchoices.com/adchoices",https://www.listennotes.com/e/p/f91c6362fb074fe08d7add55ce314d29/
,,,,,Omicron: Do You Need to Freak Out?,"Welp, the pandemic has served up yet another poop sandwich, and it’s called omicron. This variant is popping up in dozens of countries across the world, and scientists are racing to get a handle on it. So how bad could this be? And could it sneak past our vaccines? To find out, we talk to virologist and immunologist Professor Ann Sheehy, Prof. Art Wallace, epidemiologist Dr. Barbara Cohn, immunologist Dr. Ali Ellebedy and virologist Dr. John Tembo.UPDATE 12/6/21: A previous version of this episode incorrectly said that genes tell our bodies how to make amino acids -- it’s been corrected to say that genes tell our bodies how to string together amino acids.Find our transcript here: https://bit.ly/31rpKitThis episode was produced by Wendy Zukerman, Rose Rimler, Meryl Horn, Michelle Dang, and Ekedi Fausther-Keeys. We’re edited by Blythe Terrell. Fact checking by Nick DelRose. Mix and sound design by Bumi Hidaka. Music written by Bumi Hidaka, Peter Leonard, Emma Munger and Bobby Lord. Thanks to the researchers we got in touch with for this episode, including Prof. Paul Bieniasz, Katarina Grande, and Prof. David O'Connor. Special thanks to Mia Malan, Musa Malaza, Hunter, Jack Weinstein, the Zukerman family Rachel Ward and Joseph Lavelle Wilson. Learn more about your ad choices. Visit podcastchoices.com/adchoices",https://www.listennotes.com/e/p/334b75f4c926457eb51372a69a120302/
,,,,,Presenting Gastropod: How Chilis Conquered the World,"This week we’ve got a spicy treat for you: a show called Gastropod. Hosts Nicola Twilley and Cynthia Graber dig into the world of food and serve up a forkful of science, plus a dash of history. In this episode: chili peppers! Why do we love spicy things when they set our mouths on fire? Plus, where did chilis come from — and how did they take over the world?Find more Gastropod here: https://gastropod.com/Gastropod thanks: the Somerville, Mass., store Christina’s Spices, which ships all around the country—they have the best selection of chiles Cynthia has found anywhere online, even compared to places that specialize in chiles. And if you want to do a tasting, you’ll want the New Mexico State University Chile Pepper Institute chile tasting wheel, which Danise helped develop. It’s got heat profile notes and flavor notes and it’s a lot of fun to use. Thanks also to Maricel Presilla, Danise Coon, Harold McGee, Pam Dalton, and Edward Wang. Science Vs is hosted and executive produced by Wendy Zukerman; our producers are Michelle Dang, Rose Rimler, Meryl Horn and Ekedi Fausther-Keeys. Editing by Blythe Terrell. Mix and sound design by Bumi Hidaka. Music by Peter Leonard, Emma Munger and Bobby Lord. Learn more about your ad choices. Visit podcastchoices.com/adchoices",https://www.listennotes.com/e/p/cbd57a1727c948489ee70808f472b40a/
,,,,,Jurassic Park: Hold On to Your Butts,"Could our dreams for a real Jurassic Park come true? Headlines say scientists are closer than ever to resurrecting prehistoric animals like the woolly mammoth. But is this for real!? Can we really bring back long-gone animals from the dead … maybe even the dinosaurs? We speak to paleontologists Professor Jack Horner and Professor Mary Schweitzer, and biologists Professor Beth Shapiro and Robyn Bortner. Here’s a link to our transcript: https://bit.ly/30IpnQm This episode was produced by Michelle Dang and Wendy Zukerman with help from Nick DelRose, Rose Rimler, Meryl Horn and Ekedi Fausther-Keeys. We’re edited by Blythe Terrell. Fact checking by Eva Dasher. Mix and sound design by Bumi Hidaka. Music written by Bumi Hidaka, Peter Leonard, Emma Munger and Bobby Lord. Thanks to the researchers we got in touch with for this episode, including Dr. Joseph Frederickson, Dr. Phil Bell, Dr. David Button, Dr. Andrew Farke, Professor Steve Brusatte, Professor Philip Currie, and Dr. Kenneth Carpenter. Special thanks to the Zukerman family and Joseph Lavelle Wilson. Learn more about your ad choices. Visit podcastchoices.com/adchoices",https://www.listennotes.com/e/p/a633f2a283dc454da0e3cc888b3097e0/
